tweet_id,text,location
ID_1031825378719887360,@umasudhir @ndtv So many more lives could be saved if state govt had issued timely warning to citizens and started early evacuation. No lessons were learnt from tsunami tragedy. There was no disaster management plan ok #KeralaFloodRelief,
ID_1031834697423147008,#Pathanamthitta #Verified #RebuildKerala #KeralaFloodrelief #URGENT food requirement Pls help RT/ connect to leads. Could you help @SaginaWalyat @Shudraism @Aalappuzhakaran @aksvi @ResourceKerala @joele__ @vmoorthynow @PrachetaB @revathikrishnak @ChetaKadaChaaya,Pathanamthitta
ID_1031838683589046272,"In Kerala, where over 165 have died and lakhs have been displaced after the states worst flood in a century. All they require is your support through Prayers. Were doing our bit, are you? #KeralaFloods #KeralaRelief #KeralaFloodRelief",Kerala
ID_1031839016159793152,"NHAI has waived off user fee at three toll plazas in Kerala in view of the unprecedented flood situation in the state. The waiver has been made on the toll plazas at Paliekkara in Thrissur district, Pampampallam in Palakkad district and Kumbalam in Cochin #KeralaFloodRelief",Cochin Kerala Kumbalam Palakkad Paliekkara Thrissur
ID_1031839732597018624,"Thank you Arul. Proud to be part of this Honest, Kind and Great Organisation. Please help us to help Kerala. We are involved in direct relief work at Kerala. #AllForKerala #KeralaFloodRelief @GyanMatrix @Gyan_Space",Kerala
ID_1031851019389394944,"These camps in/around Vaikom are very short of all supplies. Can anyone help? 1. Asramam high school, 1200 people contact - 8129435349 2. St little Theresas school, Vaikom town - 140- 9847590275 (Ajin) (contd) #KeralaFloodRelief #RebuildingKerala",Asramam Vaikom
ID_1031886740829564928,"RT @NeenaAnnaa: Kerala police to adopt 62,000 flood affected families #RebuildingKerala #KeralaFloodRelief news source @News18Kerala :",Kerala
ID_1031886777169182720,"Government launched website for relief fund link: (Everyone must donate atleast their an hour income, website is run by Government of Kerala) Helpline Numbers for districts of Kerala : #KeralaFloodRelief #GetbeautyofKerala #unity #Loveforkerala἞E἟3",Kerala
ID_1031888158722408448,RT @Actor_Vijay: ⚡️#ThalapathyVijay donates Rs.70 lakh towards #KeralaFloodRelief,
ID_1031944926135631872,Thalapathy Vijay has donated 70 lakhs for Kerala flood relief campaign ὠA #ThalapathyVijay #KeralaFloodRelief #Proudfan,Kerala
ID_1031986609745358848,RT @WorldPrabhasFC: #Prabhas donated 1cr to Kerala floods Man with Golden Heart Ὁ3 #KeralaFloodRelief #KeralaFlood #KeralaFloodReliefs http,Kerala
ID_1032051684774748160,"RT @ishafoundation: Food and relief materials distributed at UC College, Aluva. #KeralaFloodRelief",Aluva UC College
ID_1032052791328436224,"Kerala is reeling under floods , 400 + people died but local MP Mr Tharoor is in Geneva .. did GOI asked him to go to UN and beg ?",Geneva Kerala
ID_1032053731494248448,"Reliance Foundation will contribute Rs 21 crore to the Kerala Chief Minister’s Relief Fund. The foundation stands firmly with the people of Kerala in this hour of need.” Smt. Nita M. Ambani, Chairperson, #RelianceFoundation. #RFForKerala #Keralafloods #KeralaFloodRelief",Kerala
ID_1032058257660162048,#Bharatgas Kochi Parivar donating relief material #DoForKerala #KeralaFloodRelief @BPCLtd @PeethambarantT @Venkatk4318 @pradeepnairBPCL @cmdbpcl @ISrinivasRao2 @BPCLTrivandrum @BPCLSRLPG,
ID_1032058903293440000,We salute the unsung hero Wing Commander Prasanth of IAF’s Garud Special Force for the tough rescue operation of airlifting a toddler.Know more about Garud Force here- @IAF_MCC @DefenceMinIndia @pradip103 @AkritiBhatiaa #KeralaFloods #KeralaFloodRelief #MondayMotivation #OpMadad,
ID_1032065436999999488,Humble request to all muslims- Contribute to the #KeralaFloods relief instead of celebrating and spending on Bakra on this Eid. That would be a true Eid.,Bakra
ID_1032070857307258880,@SriSri @BangaloreAshram @PMOIndia @CMOKerala @ArtofLiving Even past midnight @ArtofLiving Volunteers are still offloading the relief materials in different parts of Kerala #KeralaFloodRelief #ThankYouGurudev (1),Kerala
ID_1032071697221005312,"60 trucks and over 500 tonnes of relief materials sent to Kerala. More to follow. Wed also like to salute the volunteers working on-ground. You can make your contributions to The Art of Living efforts in Kerala, as well as Karnataka here:",Karnataka Kerala
ID_1032072048414052352,"#Thalapathy #Vijay Donated 70lakh for #KeralaFloodRelief . 50 Lakhs directly into CMs Relief Fund & 20 Lakhs through Fans Association in Every 14 District. Transfered 3 Lakhs each to Pathanamthitta, Aleppy, Ernakulam District Heads & 1 lakh each to other 11 District Head.",Aleppy Ernakulam Pathanamthitta
ID_1032074640313659392,RT @FabFlickz: #Thalapathy #Vijay gives INR 70 Lakhs as relief fund for victims of #KeralaFloods. ὄD ὠA,
ID_1032074803820290048,"Sex workers in Maharashtras Ahmednagar district have donated Rs 21,000 for Kerala flood victims and they will be raising another Rs 1 lakh by the end of this month. Meanwhile Coupta ,Gooha and rest of liberals are f**king things up on SM/Media by spreading hatred.",Kerala Maharashtras Ahmednagar
ID_1032074907469918208,But the real heroes in rescue efforts are fishermen- they came from other districts with their boats loaded in truck. They could reach those places wherein even army/navy could not reach. They had faced tsunami so knew how it feels to be in a calamity. #KeralaFlood,
ID_1032080211448279040,. #ThalapathyVijays Donation For #KeralaFloods! He Distributed 3 Lakhs Each To His #VMI Fanclubs In 15 Districts & Delivered The Things Through 15 Lorries To The 12 Affected Districts In #Kerala! @actorvijay @BussyAnand @Jagadishbliss #Thalapathy #Vijay #KeralaFloodRelief,Kerala
ID_1032081235055587328,@actorvijay has donated 70 lakhs for #Keralafloods #KeralaFloodRelief #Kerala,Kerala
ID_1032081338210377728,"21 states contributed to #KeralaReliefFund while Kerala has never contributed to flood relief to any other state in the past nor is likely to in the future. All the blame has been shifted away from Peenari Vijayan & CPM govt to Modi, North Indians, Tamilians etc. Cunning commies.",Kerala
ID_1032083151294738432,"Citizens have come together to organise collection of relief materials, and while many of these efforts are localised & small, they mark a decisive shift in #India’s response to disasters -one that is citizen-driven & led, writes @Gayeti on #KeralaFloods",India
ID_1032084640335634432,99K raised!! We still have a long way to go to support the HFH funds!! Help get humanitarian aid kits to the survivors of #keralafloods ! Contribute in our bio link. #keralafloods #kerala #disasterrelief #charity #donation,kerala
ID_1032085715050356736,Odisha Fire Service personnel have rescued over 2000 people trapped in flood hit Alappuzha and Kottayam districts of Kerala.,Alappuzha Kerala Kottayam Odisha
ID_1032086473019805696,A very nice & a wonderful thread by @Kuvalayamala on the contribution of ordinary Hindus in the efforts to help & bring succour to people of Kerala affected by the devastating #KeralaFlood2018. Pics that MSM wont talk about & show you.#MustRead & share:,Kerala
ID_1032089854765498368,#KeralaFloods -- People displaced by the floods in Kerala are returning home to the frightening sight of venomous cobras and Russells vipers.,Kerala
ID_1032090287462473728,RT @kumaresans929: #1YrOfMegaBBVivegamCDP Any donations for thala side pls confirm #KeralaFloodRelief,
ID_1032092383242928128,"Kerala has 26.56% muslim population The real sacrifice would have been instead of sacrificing animal, donating money used for buying animal to rebuild life of Muslims affected by flood in Kerala",Kerala
ID_1032098966316376064,"At this Kerala mosque housing Muslims and Hindus displaced by floods, Eid is a celebration of unity, reports @senthalir18 #KeralaFloods",Kerala
ID_1032100793648914432,Essential food supplies are being sent. Every contribution counts. Donate here #KeralaReliefFunds,
ID_1032103499012567040,"Sh. @alphonstourism Hon. MoS Tourism (I/C), handed over contribution cheque of Rs. 25 crore from Oil Marketing Companies in Kerala for Chief Ministers Distress Relief Fund to Sh. @vijayanpinarayi @CMOKerala #KeralaFloodRelief #KeralaWeAreWithYou @dpradhanbjp @PetroleumMin",Kerala
ID_1032104600818442240,United Arab Emirates (UAE) offering financial assistance of Rs 700 crores for #KeralaFloodRelief is the best news I have heard In a very long time. Fills my heart ☺️☺️☺️ #comingtogetherforthegreatergood,United Arab Emirates
ID_1032107704494448640,Kerala Pradesh Congress Committee to moblise funds to construct 1000 houses. Hopefully partymen contribute rather than going for door to door collection as people are directly contributing to CM distress relief fund. #KeralaFloodRelief,Kerala
ID_1032110600917155840,Standup up for #Kerala. A charity show for the relief fund ft. @neetipalta @amitandon and @Jeeveshu at @canvaslaughclub #Gurgaon Book your tickets now. #KeralaFloodRelief,Gurgaon Kerala
ID_1032116381657907200,This #IIMA grad knew that even small contributions will go a long way in rebuilding post the devastating #KeralaFloods . He plans to build homes in #Idukki district for rehabilitation of those whose homes were washed away in floods. Read on,Idukki
ID_1032118151100559360,"#LoveInAction #SSSSOIndia #KeralaFloodRescue Packing of relief materials to be taken to #Pandalam consisting of Materials include Rice, lungies nighties, tooth paste, brush, cleaning materials, bleaching powder, biscuits,kids dresses and more.. #WEAREALLONE",Pandalam
ID_1032118589187342336,Aid from Israel to India for Kerela Floods #Israel #KerelaFloodRelief #Kerela #KeralaFloods #ThankYouISRAEL,India Israel Kerela
ID_1032119990126825472,@WIONews India Govts stated policy not to accept foreign aid not specific to #KeralaFloods Still such funds can be channeled thru 1000s of NGOs/ biz houses in the state,India
ID_1032120005427523584,"What an amazing initiative taken by the students of GECBH, Thiruvananthapuram to help out the flood victims with their innovative waterproof LED lampsὄFὄF #KeralaFloods #KeralaFloodRelief",Thiruvananthapuram
ID_1032121183020273664,@SriSri @BangaloreAshram @PMOIndia @CMOKerala @ArtofLiving Your love for humanity is unconditional. We can see you working 24*7.. You are an inspiration to millionsand Im one of them dear Gurudev @SriSri Thank youὤF Pic: from @BangaloreAshram while inspecting Kerala flood relief material,Kerala
ID_1032123648599965696,look at Infosys flood relief packing personally packed up by Sudha moorthy.Humanity in action #KeralaFloodRelief,Sudha
ID_1032133096320065536,"In all types of vehicles CROA volunteers send medicines and relief items to #KeralaFlood relief camps. Requests plenty, relief works, non-stop. #DoForKerala #StandWithKerala #KochiRefinery #energisinglives",
ID_1032135302855442432,"Wonderful to see the #YuvaShakti of #Tripura contributing for the #KeralaFloodRelief activities. Here, the students from Ramthakur College, #Agartala meet me to give their contribution for assistance for relief activities for #KeralaFloods. #TripuraStandsWithKerala",Agartala Ramthakur College Tripura
ID_1032137692237115392,The Lorries That Sent By Thalapathy #Vijay anna to kerala Relif Camps Are started their journey !! #Keralafloods #KeralaFloodRelief #DoForKerala !!,kerala
ID_1032137990284427264,"Asiad Swimmer Sajan Prakash Relieved, Family Found in Flood-Hit Kerala",Kerala
ID_1032138046827782144,"Thanks @PMO , today morning I tweeted how can GOI accept foreign aid. Kerala flood 2018: India grateful, but won’t accept foreign donations for Kerala",India Kerala
ID_1032140568648798208,An important lesson from Kerala floods. Keep your insurance policy numbers and their helplines handy so you can reach out as soon as possible during such a calamity Heres what youve to do if you lose your papers during such periods #KeralaFloodRelief #KeralaFloods,Kerala
ID_1032141152999239680,The situation is worst in Kerala. Theres a great damage to physical as well as mental wellbeing of people.We must bring them up from this disaster & #rebuild them. #Donate for #KeralaReliefFund by @NASSCOMfdn: @MyKartavya #KeralaFloodRelief #KeralaFloods,Kerala
ID_1032153158426886144,Bajaj Auto Contributes Rs 2 Crore To Kerala Flood Relief Operations,Kerala
ID_1032153645989679104,Our #ERN team of emergency responders supported by @action4ifaw is busy at work on #KeralaFloodRelief See how they rescued and released a monitor lizard from behind the fridge in a kitchen,
ID_1032168504424726528,Nasscomm Foundation | Kerala Flood Relief & Rehabilitation. #KeralaFloodRelief @NASSCOMfdn @MyKartavya @bhawanamunet We are collaborating with various NGOs who working on the rehabilitation work in Kerala. Click below link to join,Kerala
ID_1032169478174519296,"#CISF personnel & families @ BPCL Kochi Refinery voluntarily contributed & donated Rs 1.1 lakh #KeralaFloodRelief. Clothes, food items, drinking water, cleaning materials also sent to relief camps.",Kochi
ID_1032179529840619520,"People from South India specially Kerala has contributions in building UAE, millions working there, If UAE acknowledge this & want to help Kerala on humanitarian ground in this crisis, central govt must clear all obstacles & accept the offer from UAE. #KeralaFloodRelief",India Kerala
